,magnitude,data,hora,periodo,subnational,city,depth,felt,continent,latitude,longitude,mmi,cdi,impacto,magnitude_range,media por magnitude,label_periodo,label_continente,label_impacto,magnitude_por_depth,factor_magnitude_depth,magnitude_quadrada
17,0.02195121951219503,2024-09-07,14:31:32,Tarde,California,Cobb,0.0,3.264666514315563e-05,North America,0.7375097334009195,0.11299830389866095,0.16666666666666663,0.4444444444444444,Baixo,0.2857142857142857,0.22567207403956768,2,3,1,0.0,0.0,0.013235933349432516
18,0.3121951219512197,2024-09-07,14:30:36,Tarde,California,Cloverdale-Geyserville,0.013984582850126201,0.0013113077165834177,North America,0.7373953016840236,0.1129627213530856,0.33333333333333326,0.5555555555555556,Baixo,0.4285714285714285,0.19450780251911814,2,3,1,1.0,0.008513633907315722,0.2250277710697899
19,0.1146341463414634,2024-09-06,12:07:06,Tarde,California,Markleeville,0.18896241216999793,0.0002666144320024376,North America,0.7366953014158243,0.12229720914234204,0.16666666666666663,0.3333333333333333,Baixo,0.2857142857142857,0.22567207403956768,2,3,1,0.33282637853621816,0.11175159561261304,0.07343395315141274
20,0.07804878048780484,2024-09-05,20:04:29,Noite,California,Huron,0.39702571798894876,0.00014690999314420031,North America,0.7131992515450516,0.12061000343964606,0.0,0.3333333333333333,Baixo,0.2857142857142857,0.22567207403956768,1,3,1,0.32350700083746464,0.22542931837765998,0.04883844482009178
21,0.024390243902439046,2024-09-04,21:31:11,Noite,Nevada,Ralston Valley,0.2916297155331196,0.0,North America,0.7281379545867004,0.1295797701367556,0.0,0.0,Baixo,0.2857142857142857,0.22567207403956768,1,3,1,0.3256039707431171,0.15482919277337193,0.01473074136681965
22,0.024390243902439046,2024-09-04,21:31:10,Noite,Nevada,Ralston Valley,0.17907087795893306,0.0,North America,0.7281558345424654,0.12960349183380582,0.0,0.0,Baixo,0.2857142857142857,0.22567207403956768,1,3,1,0.3319070301908991,0.0950649198907535,0.01473074136681965
23,0.0,2024-09-04,21:30:35,Noite,Nevada,Yucca Flat,0.17907087795893306,0.0,North America,0.7284588997926819,0.1298021610466013,0.0,0.0,Baixo,0.0,0.0,1,3,1,0.3313956376547585,0.0921438899355913,0.0
24,0.1121951219512195,2024-09-03,12:11:58,Tarde,California,Sierra,0.33017259021761375,5.985221942911865e-05,North America,0.7253755014210095,0.12478798733261381,0.0,0.3333333333333333,Baixo,0.2857142857142857,0.22567207403956768,2,3,1,0.32543572709286117,0.19512655362280742,0.07176044433711667
25,0.09756097560975607,2024-09-01,11:01:44,Manhã,California,Bishop,0.12313254655842826,0.00038631887086067494,North America,0.7253862293944684,0.1256449336385525,0.16666666666666663,0.3333333333333333,Baixo,0.2857142857142857,0.22567207403956768,0,3,1,0.3419278634387985,0.07125268369627132,0.06182081622796423
26,0.12195121951219512,2024-09-01,08:47:07,Manhã,Montana,Helmville,0.8143120267412511,2.1764443428770418e-05,North America,0.8140457780507451,0.14138724484349613,0.0,0.3333333333333333,Baixo,0.2857142857142857,0.22567207403956768,0,3,1,0.3198421207531256,0.4875578729059867,0.07848345810190774
27,0.09756097560975607,2024-08-31,10:01:04,Manhã,Texas,Pecos,0.216587079609796,0.0,North America,0.6733090702333602,0.16857824008729588,0.16666666666666663,0.0,Baixo,0.2857142857142857,0.22567207403956768,0,3,1,0.3303060234905302,0.12567532752048374,0.06182081622796423
28,0.14634146341463417,2024-08-31,10:01:04,Manhã,Texas,Pecos,0.340200559383314,0.0,North America,0.6733493001338314,0.16859010093582094,0.16666666666666663,0.0,Baixo,0.2857142857142857,0.22567207403956768,0,3,1,0.3255202073071881,0.209022477325505,0.09562907510263227
29,0.14634146341463417,2024-08-31,07:56:25,Manhã,Texas,Van Horn,0.3221229278941265,0.0,North America,0.6736532593818363,0.1675433810534806,0.16666666666666663,0.0,Baixo,0.2857142857142857,0.22567207403956768,0,3,1,0.3260659064352534,0.1978758270166061,0.09562907510263227
30,0.07317073170731703,2024-08-31,07:56:24,Manhã,Texas,Van Horn,0.216587079609796,0.0,North America,0.6738007690168974,0.16745145947741102,0.16666666666666663,0.0,Baixo,0.2857142857142857,0.22567207403956768,0,3,1,0.32988684225758924,0.12211172939578496,0.045641149480801696
