,magnitude,data,hora,periodo,depth,felt,continent,latitude,longitude,mmi,cdi
739,5.8,2023-12-02,15:06:46,Tarde,61.655,0,Asia,8.315,127.021,4,0
740,5.4,2023-12-02,14:44:36,Tarde,43.301,0,Asia,8.0495,126.606,4,0
741,5.4,2023-12-02,14:44:03,Tarde,66.534,0,Asia,8.5324,126.505,4,0
742,7.6,2023-12-02,14:37:04,Tarde,40.0,434,Asia,8.5266,126.449,7,9
743,6.0,2023-11-22,02:48:51,Noite,102.0,3,Asia,1.7425,127.153,5,2
744,6.7,2023-11-17,08:14:10,Manhã,52.0,142,Asia,5.5872,125.051,8,9
745,5.8,2023-11-15,23:26:14,Noite,289.0,0,Asia,1.9752,124.137,3,0
746,5.2,2023-11-12,02:06:16,Noite,42.657,0,Asia,-9.9023,123.7,5,0
747,5.7,2023-11-02,06:50:25,Manhã,13.0,1,Asia,11.4641,125.922,5,2
748,6.1,2023-11-01,21:04:48,Noite,51.0,8,Asia,-10.0109,123.713,6,8
749,5.4,2023-10-28,15:01:59,Tarde,24.286,0,Asia,1.7869,120.193,4,0
750,5.5,2023-10-28,13:04:53,Tarde,10.0,0,Asia,-7.6308,125.855,6,0
751,5.9,2023-10-19,18:58:51,Noite,8.494,17,Asia,7.4373,126.299,7,6
752,6.4,2023-10-04,11:21:47,Manhã,113.0,35,Asia,5.3416,126.06,5,5
753,5.9,2023-09-26,01:39:43,Noite,94.0,6,Asia,4.7296,127.501,4,4
754,6.0,2023-09-11,12:51:33,Tarde,151.0,7,Asia,1.1251,127.479,4,4
755,6.0,2023-09-09,14:43:24,Tarde,13.0,2,Asia,0.0054,119.771,7,7
756,5.6,2023-09-09,00:06:14,Noite,512.824,10,Asia,-6.8155,116.552,2,4
757,5.4,2023-08-31,10:29:28,Manhã,47.151,4,Asia,-9.5312,123.86,4,6
758,5.7,2023-08-28,20:08:06,Noite,481.974,8,Asia,-7.0459,117.215,2,4
759,5.5,2023-08-28,20:06:53,Noite,514.072,0,Asia,-6.8134,116.618,2,1
760,7.1,2023-08-28,19:55:30,Noite,500.0,629,Asia,-6.7768,116.568,4,5
761,5.3,2023-08-28,17:59:16,Tarde,28.833,5,Asia,4.2633,126.513,4,3
762,5.5,2024-09-16,14:13:47,Tarde,15.711,5,Asia,31.6412,131.796,5,5
763,5.7,2024-09-13,23:03:41,Noite,28.953,5,Asia,29.7999,130.855,4,3
764,5.4,2024-08-15,09:06:45,Manhã,11.732,54,Asia,24.3858,121.917,5,5
765,6.5,2024-08-10,03:28:32,Noite,402.166,6,Asia,47.1777,144.763,3,3
766,5.3,2024-08-08,19:23:31,Noite,18.196,1,Asia,31.8881,131.341,5,2
767,7.1,2024-08-08,07:42:55,Manhã,24.0,43,Asia,31.7491,131.482,8,8
768,5.6,2024-07-18,11:07:34,Manhã,91.0,6,Asia,33.536,140.175,4,3
769,5.4,2024-06-25,08:30:59,Manhã,34.723,1,Asia,33.4887,141.284,3,2
770,5.7,2024-06-02,21:31:39,Noite,9.0,29,Asia,37.4574,137.239,7,7
771,5.5,2024-05-29,17:14:58,Tarde,392.698,4,Asia,32.2768,137.61,3,3
772,5.4,2024-05-21,00:39:39,Noite,59.788,0,Asia,26.1835,141.391,4,0
773,5.8,2024-05-10,07:45:18,Manhã,11.296,24,Asia,24.191,121.899,6,5
774,5.3,2024-04-24,07:22:10,Manhã,10.0,0,Asia,28.7699,142.53,3,0
775,6.3,2024-04-17,14:14:46,Tarde,32.0,101,Asia,33.1621,132.387,8,8
776,5.9,2024-04-15,22:38:56,Noite,7.556,2,Asia,29.4708,131.736,4,2
777,5.4,2024-04-06,00:12:17,Noite,26.386,0,Asia,40.9054,143.213,3,0
778,6.1,2024-04-04,03:16:30,Noite,29.0,32,Asia,37.7196,141.924,4,4
779,5.7,2024-04-03,02:14:36,Noite,41.798,6,Asia,24.1954,121.932,5,6
780,5.9,2024-04-01,19:24:36,Noite,73.0,15,Asia,40.1385,141.706,5,7
781,5.3,2024-03-18,11:04:41,Manhã,35.0,0,Asia,24.3178,142.875,3,0
782,5.6,2024-03-15,10:32:50,Manhã,20.0,2,Asia,28.4231,130.134,6,5
783,5.6,2024-03-14,15:14:35,Tarde,44.0,35,Asia,37.1035,141.143,4,6
784,5.4,2024-01-26,12:46:16,Tarde,45.09,0,Asia,29.1913,141.553,3,0
785,5.9,2024-01-09,08:59:10,Manhã,10.0,14,Asia,37.8706,137.708,5,4
786,5.4,2024-01-02,01:17:31,Noite,6.0,1,Asia,37.2326,136.788,7,2
787,5.6,2024-01-01,09:08:17,Manhã,10.0,0,Asia,37.5249,137.408,7,0
788,5.5,2024-01-01,09:03:48,Manhã,10.0,1,Asia,37.5575,137.384,6,6
789,5.6,2024-01-01,07:56:47,Manhã,10.0,0,Asia,37.2969,136.946,7,0
790,6.2,2024-01-01,07:18:41,Manhã,10.0,5,Asia,37.1959,136.87,7,9
791,7.5,2024-01-01,07:10:09,Manhã,10.0,413,Asia,37.4976,137.242,9,9
792,5.8,2024-01-01,07:06:05,Manhã,10.0,1,Asia,37.5067,137.239,7,4
793,6.5,2023-12-28,09:15:16,Manhã,31.0,3,Asia,44.5796,148.99,5,6
794,5.8,2023-11-19,21:01:30,Noite,42.0,11,Asia,41.168,142.247,4,4
795,5.8,2023-11-10,10:10:02,Manhã,84.0,1,Asia,45.9031,151.003,4,3
796,5.6,2023-11-08,08:16:30,Manhã,77.731,0,Asia,44.9541,149.755,4,0
797,5.9,2023-10-23,23:05:24,Noite,31.0,51,Asia,24.0602,122.646,4,6
798,5.7,2023-10-16,10:42:10,Manhã,13.261,0,Asia,25.1583,125.542,4,0
799,5.3,2023-10-08,21:17:28,Noite,10.0,1,Asia,29.7869,140.026,3,1
800,5.4,2023-10-08,21:05:32,Noite,10.0,0,Asia,29.758,140.021,3,0
801,5.5,2023-10-06,05:49:22,Manhã,10.0,1,Asia,30.1289,140.022,4,1
802,6.1,2023-10-06,01:31:17,Noite,10.0,1,Asia,30.044,140.005,4,1
803,5.7,2023-10-05,06:22:12,Manhã,10.0,0,Asia,30.0809,139.98,4,0
804,5.7,2023-10-05,02:53:13,Noite,10.0,0,Asia,30.0036,139.831,4,0
805,5.3,2023-10-05,02:15:14,Noite,10.0,0,Asia,29.9804,139.887,3,0
806,5.4,2023-10-05,02:06:32,Noite,10.0,0,Asia,29.99,139.968,3,0
807,6.1,2023-10-05,01:59:58,Noite,10.0,2,Asia,29.959,139.948,4,1
808,5.3,2023-10-04,23:18:09,Noite,10.0,0,Asia,29.8673,140.048,3,0
809,5.5,2023-10-04,05:57:17,Manhã,8.0,0,Asia,30.786,142.041,3,0
810,5.6,2023-10-04,04:55:47,Noite,10.0,0,Asia,31.0695,141.884,3,0
811,5.6,2023-10-04,02:19:06,Noite,10.0,0,Asia,29.9958,140.146,4,0
812,5.5,2023-10-04,00:13:45,Noite,10.0,0,Asia,30.0215,140.109,4,0
813,5.8,2023-10-03,15:22:35,Tarde,6.0,0,Asia,29.9105,140.053,4,0
814,6.0,2023-10-03,11:38:04,Manhã,10.0,1,Asia,29.905,139.967,4,1
815,5.8,2023-09-28,17:40:06,Tarde,30.0,0,Asia,44.2539,148.635,4,0
816,5.7,2023-09-21,21:22:12,Noite,12.765,0,Asia,30.9578,141.833,3,0
817,5.8,2023-09-19,06:22:36,Manhã,8.0,0,Asia,31.0125,141.989,3,0
818,5.5,2023-09-18,19:33:03,Noite,51.0,15,Asia,38.5129,141.641,4,4
819,6.3,2023-09-18,13:21:23,Tarde,176.0,42,Asia,26.4336,125.303,4,4
820,5.2,2023-09-08,09:28:48,Manhã,40.452,6,Asia,38.9566,142.101,4,3
821,4.9,2023-08-24,04:00:29,Noite,10.0,1,Asia,21.7833,145.906,2,2
822,5.9,2023-08-11,00:14:33,Noite,34.0,5,Asia,41.1222,142.845,4,3
823,5.5,2023-08-06,18:12:41,Noite,12.851,0,Asia,30.7637,131.39,4,0
824,5.4,2023-07-09,13:38:36,Tarde,10.0,0,Asia,24.0074,143.203,3,0
825,5.8,2023-06-27,23:38:21,Noite,442.0,1,Asia,42.0873,134.055,2,1
826,5.6,2023-06-23,17:39:13,Tarde,314.0,1,Asia,45.8086,143.124,3,2
827,4.8,2024-09-17,00:49:42,Noite,4.044,1893,North America,32.3984,-102.044,5,6
828,5.1,2024-09-17,00:49:42,Noite,6.1279,2042,North America,32.414,-102.057,5,6
829,3.9,2024-09-14,17:01:06,Tarde,6.2024,5,North America,31.647,-104.45,4,3
830,4.1,2024-09-14,17:01:06,Tarde,8.814,4,North America,31.6323,-104.473,4,3
831,3.8,2024-09-10,18:03:00,Noite,6.1511,5,North America,31.641,-104.356,4,3
832,3.3,2024-09-09,09:50:37,Manhã,7.0227,1,North America,31.586,-104.55,4,3
833,3.8,2024-09-08,02:37:22,Noite,6.0999,2,North America,31.663,-104.452,4,3
834,3.9,2024-09-08,02:37:22,Noite,10.0,1,North America,31.6305,-104.466,4,3
835,3.4,2024-08-31,10:01:04,Manhã,6.0999,0,North America,31.608,-103.99,4,0
836,3.6,2024-08-31,10:01:04,Manhã,9.724,0,North America,31.6125,-103.986,4,0
837,3.6,2024-08-31,07:56:25,Manhã,9.194,0,North America,31.6465,-104.339,4,0
838,3.3,2024-08-31,07:56:24,Manhã,6.0999,0,North America,31.663,-104.37,4,0
839,3.9,2024-08-28,19:57:22,Noite,6.7664,0,North America,31.663,-104.363,4,0
840,3.9,2024-08-23,03:21:38,Noite,6.0999,3,North America,31.656,-104.457,5,3
841,4.2,2024-08-23,03:21:38,Noite,5.0,1,North America,31.6187,-104.443,4,1
842,3.8,2024-08-15,22:59:30,Noite,8.0078,5,North America,31.691,-101.701,4,5
843,3.6,2024-08-14,07:12:30,Manhã,5.0,3,North America,32.7843,-100.667,4,4
844,3.6,2024-08-14,07:12:29,Manhã,3.7842,9,North America,32.781,-100.703,4,5
845,3.6,2024-08-10,13:34:46,Tarde,0.739,1,North America,31.7045,-101.712,4,2
846,3.6,2024-08-10,13:34:46,Tarde,5.9326,2,North America,31.704,-101.708,4,3
847,3.17,2024-08-09,01:22:19,Noite,2.65,28,North America,35.002,-97.6816,4,5
848,5.4,2024-08-05,19:02:59,Noite,140.0,15,North America,16.9087,-93.8167,4,5
849,3.3,2024-08-03,18:35:24,Noite,6.4075,0,North America,31.673,-104.369,4,0
850,3.4,2024-08-03,17:24:28,Tarde,6.2537,0,North America,31.667,-104.365,4,0
851,3.5,2024-08-03,17:24:28,Tarde,9.657,0,North America,31.647,-104.386,4,0
852,3.6,2024-07-30,17:43:09,Tarde,1.155,1,North America,32.7522,-100.646,4,2
853,3.8,2024-07-30,17:43:08,Tarde,8.1299,10,North America,32.744,-100.649,4,3
854,4.1,2024-07-27,21:08:32,Noite,5.0,53,North America,32.7758,-100.685,5,6
855,4.5,2024-07-27,21:08:31,Noite,3.4424,115,North America,31.475,-103.952,5,7
856,4.8,2024-07-26,14:28:29,Tarde,1.534,171,North America,32.7457,-100.67,6,6
857,5.1,2024-07-26,14:28:29,Tarde,3.2959,2610,North America,32.746,-100.692,6,6
858,4.1,2024-07-25,02:57:43,Noite,5.0,10,North America,32.7632,-100.653,5,4
859,4.0,2024-07-25,02:57:42,Noite,3.0029,27,North America,32.74,-100.732,5,4
860,3.4,2024-07-24,04:44:22,Noite,5.4333,0,North America,31.676,-104.41,4,0
861,4.4,2024-07-23,03:46:25,Noite,3.2959,81,North America,32.769,-100.67,4,5
862,4.9,2024-07-23,03:38:42,Noite,3.1982,1973,North America,32.753,-100.638,5,6
863,4.0,2024-07-23,02:31:04,Noite,6.757,9,North America,31.6529,-104.373,4,4
864,4.2,2024-07-23,02:31:04,Noite,5.5872,45,North America,31.676,-104.407,5,5
865,3.7,2024-07-19,11:21:20,Manhã,6.304,0,North America,32.3377,-101.052,4,0
866,3.6,2024-07-19,11:21:20,Manhã,8.6182,6,North America,32.33,-101.08,4,4
867,3.56,2024-07-15,02:46:58,Noite,6.51,8,North America,36.4763,-98.8056,4,4
868,3.46,2024-07-14,11:08:26,Manhã,6.51,6,North America,36.4766,-98.8086,4,4
869,3.44,2024-07-08,21:00:44,Noite,5.43,2,North America,39.0397,-111.534,3,3
870,3.5,2024-07-03,00:04:35,Noite,5.4077,0,North America,31.666,-104.192,4,0
871,3.5,2024-07-03,00:04:35,Noite,10.052,0,North America,31.6677,-104.195,4,0
872,3.7,2024-07-02,23:39:59,Noite,5.946,0,North America,31.669,-104.195,4,0
873,3.8,2024-07-02,23:39:59,Noite,8.828,0,North America,31.6757,-104.202,4,0
874,3.3,2024-06-26,23:08:56,Noite,7.8369,2,North America,32.15,-101.083,4,2
875,3.4,2024-06-19,23:31:59,Noite,6.2665,0,North America,31.681,-104.183,4,0
876,3.7,2024-06-16,18:47:44,Noite,4.9207,1,North America,31.68,-104.394,4,2
877,3.9,2024-06-16,18:47:43,Noite,5.0,0,North America,31.594,-104.399,4,0
878,3.7,2024-06-02,15:27:51,Tarde,6.0999,0,North America,31.679,-104.194,4,0
879,3.5,2024-06-02,00:04:18,Noite,6.2408,1,North America,31.69,-104.404,4,1
880,4.1,2024-05-28,11:51:10,Manhã,5.9076,9,North America,31.674,-104.189,4,5
881,3.8,2024-05-28,11:51:10,Manhã,3.902,2,North America,31.6733,-104.215,5,5
882,3.9,2024-05-28,02:04:35,Noite,7.5354,1,North America,31.681,-104.201,4,2
883,3.4,2024-05-21,14:06:54,Tarde,6.8433,0,North America,31.616,-104.498,4,0
884,3.8,2024-05-16,08:19:34,Manhã,7.55,276,North America,36.2067,-89.4772,4,6
885,3.8,2024-05-10,20:31:54,Noite,6.1383,1,North America,31.667,-104.196,4,3
886,3.5,2024-05-07,19:46:11,Noite,6.5228,0,North America,31.67,-104.193,4,0
887,3.5,2024-05-07,08:53:25,Manhã,6.2024,1,North America,31.667,-104.312,4,2
888,3.3,2024-05-07,08:47:03,Manhã,6.7151,0,North America,31.657,-104.315,4,0
889,3.5,2024-05-05,02:00:50,Noite,8.0737,0,North America,31.588,-104.546,4,0
890,3.2,2024-05-03,20:11:48,Noite,6.0999,0,North America,31.612,-104.382,4,0
891,3.5,2024-05-03,20:11:48,Noite,5.0,0,North America,31.6125,-104.372,4,0
892,3.8,2024-04-25,20:32:16,Noite,8.7146,0,North America,31.973,-103.318,5,0
893,3.6,2024-04-25,19:36:45,Noite,2.164,0,North America,31.9487,-103.325,5,0
894,3.9,2024-04-25,19:36:44,Noite,7.843,0,North America,31.968,-103.332,4,0
895,5.4,2024-04-21,19:05:14,Noite,10.0,1,North America,18.2141,-105.628,3,1
896,5.6,2024-04-18,15:12:30,Tarde,10.0,7,North America,26.2173,-110.508,7,3
897,3.3,2024-04-15,01:23:47,Noite,3.9722,1,North America,31.583,-104.543,4,3
898,4.4,2024-04-10,18:46:45,Noite,4.7363,147,North America,32.318,-101.82,5,6
899,3.2,2024-04-02,05:00:43,Manhã,7.4841,0,North America,31.585,-104.551,4,0
900,3.4,2024-03-29,02:34:57,Noite,10.0,0,North America,31.0767,-107.436,4,0
901,3.5,2024-03-05,07:37:57,Manhã,5.0,0,North America,32.4267,-102.098,5,0
902,3.8,2024-03-05,07:37:56,Manhã,6.2744,12,North America,32.427,-102.121,4,4
903,3.3,2024-03-04,22:31:07,Noite,6.2024,0,North America,31.682,-104.401,4,0
904,3.3,2024-03-03,09:36:26,Manhã,6.933,0,North America,31.618,-103.986,4,0
905,3.5,2024-03-03,09:15:53,Manhã,6.51,0,North America,31.613,-103.977,4,0
906,3.9,2024-03-03,09:15:23,Manhã,8.4454,4,North America,31.611,-103.99,4,3
907,3.5,2024-02-24,23:50:10,Noite,2.146,11,North America,32.7004,-104.39,5,6
908,3.5,2024-02-23,15:19:33,Tarde,6.3232,15,North America,28.973,-98.038,4,5
909,4.0,2024-02-23,09:47:07,Manhã,4.944,83,North America,32.6365,-104.384,4,4
910,3.3,2024-02-22,11:14:30,Manhã,7.2791,0,North America,31.656,-104.311,4,0
911,3.6,2024-02-22,11:14:30,Manhã,5.0,0,North America,31.646,-104.283,4,0
912,3.7,2024-02-22,06:15:54,Manhã,3.6865,23,North America,29.001,-97.965,5,5
913,3.7,2024-02-17,09:12:04,Manhã,6.8561,1,North America,31.639,-104.011,4,2
914,3.7,2024-02-17,06:34:18,Manhã,8.3252,7,North America,28.963,-97.936,5,3
915,4.7,2024-02-17,06:32:54,Manhã,2.841,304,North America,28.9405,-97.9993,6,5
916,4.7,2024-02-17,06:32:54,Manhã,2.1973,434,North America,28.954,-98.001,6,5
917,4.3,2024-02-17,06:20:22,Manhã,3.0,52,North America,28.9866,-98.0212,6,5
918,4.4,2024-02-17,06:20:21,Manhã,8.4473,68,North America,28.954,-98.005,6,5
919,3.9,2024-02-17,03:49:06,Noite,10.756,21,North America,28.9777,-97.9583,4,5
920,3.9,2024-02-17,03:49:04,Noite,7.9346,41,North America,28.955,-98.01,5,4
921,3.9,2024-02-13,20:08:28,Noite,6.1316,3,North America,31.68,-104.416,4,2
922,3.5,2024-02-12,18:12:26,Noite,6.0999,1,North America,31.655,-104.398,4,3
923,3.8,2024-02-12,08:07:10,Manhã,11.915,10,North America,28.9496,-97.9596,4,4
924,3.7,2024-02-12,08:07:10,Manhã,5.3556,13,North America,28.957,-98.008,5,4
925,4.0,2024-02-08,03:48:06,Noite,7.991,248,North America,28.5574,-78.9438,3,5
926,5.06,2024-02-03,05:24:28,Manhã,3.0,26434,North America,35.5343,-96.7638,7,7
927,5.4,2024-08-26,04:11:38,Noite,17.533,2869,Europe,37.9845,-9.538,4,7
928,5.4,2024-03-14,03:06:47,Noite,16.067,248,Europe,42.9936,18.6796,6,9
929,5.7,2024-09-05,10:38:26,Manhã,222.966,5,South America,-19.1251,-67.3038,3,3
930,5.5,2024-08-21,06:55:16,Manhã,267.235,2,South America,-22.2935,-65.9607,3,4
931,7.4,2024-07-19,01:50:48,Noite,127.291,211,South America,-23.1243,-67.8715,7,7
932,5.6,2024-07-12,18:19:05,Noite,176.0,4,South America,-17.4037,-69.4991,4,3
933,5.8,2024-07-12,09:30:31,Manhã,23.0,3,South America,-15.5726,-74.7689,6,5
934,5.4,2024-07-08,19:33:26,Noite,13.49,2,South America,-15.9895,-74.7421,4,4
935,5.4,2024-06-29,07:22:47,Manhã,21.807,6,South America,-16.1686,-74.3463,5,6
936,6.1,2024-06-29,07:05:32,Manhã,18.0,11,South America,-16.1219,-74.5791,6,7
937,7.2,2024-06-28,05:36:36,Manhã,24.0,120,South America,-15.8106,-74.4447,8,8
938,5.5,2024-06-18,02:22:10,Noite,106.228,9,South America,-3.8887,-76.6968,4,4
939,6.0,2024-06-16,14:47:33,Tarde,27.0,18,South America,-15.9192,-74.5392,6,7
940,6.5,2024-01-28,09:38:56,Manhã,621.081,5,South America,-8.2154,-71.3672,2,3
941,5.3,2024-01-24,08:05:10,Manhã,113.11,1,South America,-22.1579,-68.682,4,2
942,5.3,2024-01-21,02:36:01,Noite,202.477,1,South America,-23.3523,-66.6742,3,2
943,6.6,2024-01-20,21:31:05,Noite,607.0,4,South America,-7.3193,-71.5055,3,4
944,5.4,2024-01-09,16:47:25,Tarde,175.245,0,South America,-21.9201,-67.253,3,0
945,5.6,2023-12-21,16:21:52,Tarde,61.708,21,South America,-21.9025,-70.2778,6,6
946,6.2,2023-12-20,12:11:21,Tarde,93.0,31,South America,-15.9595,-72.6028,5,6
947,5.5,2023-12-11,18:35:59,Noite,191.769,1,South America,-24.1126,-66.8382,3,1
948,5.7,2023-12-10,11:52:50,Manhã,14.0,4,South America,-14.3528,-76.474,5,5
949,5.8,2023-12-02,07:55:41,Manhã,112.0,25,South America,-19.1959,-69.0592,4,5
950,6.0,2023-10-10,10:01:31,Manhã,253.0,5,South America,-22.8844,-66.2242,4,4
951,5.6,2023-10-10,00:13:17,Noite,571.448,1,South America,-23.6067,-63.6564,1,5
952,5.7,2023-09-15,18:07:39,Noite,8.0,0,South America,-27.3252,-71.5543,4,0
953,5.3,2023-09-12,04:58:37,Noite,110.914,16,South America,-20.6514,-68.5222,4,5
954,5.5,2023-09-11,13:37:08,Tarde,21.043,1,South America,-27.1542,-71.2479,5,4
955,6.2,2023-08-23,14:22:43,Tarde,554.0,2,South America,-26.9212,-63.3389,2,1
956,5.4,2023-08-21,05:24:12,Manhã,40.35,37,South America,-3.2512,-79.8994,4,7
957,5.4,2023-08-18,10:27:55,Manhã,23.218,1,South America,-16.1071,-75.0833,4,6
958,5.8,2023-07-06,00:31:56,Noite,135.0,6,South America,-23.9264,-67.9077,4,3
959,5.5,2024-09-16,14:13:47,Tarde,15.711,5,Asia,31.6412,131.796,5,5
960,5.7,2024-09-13,23:03:41,Noite,28.953,5,Asia,29.7999,130.855,4,3
961,6.1,2024-08-15,23:35:53,Noite,14.0,60,Asia,23.784,121.759,6,5
962,5.4,2024-08-15,09:06:45,Manhã,11.732,54,Asia,24.3858,121.917,5,5
963,6.5,2024-08-10,03:28:32,Noite,402.166,6,Asia,47.1777,144.763,3,3
964,5.3,2024-08-08,19:23:31,Noite,18.196,1,Asia,31.8881,131.341,5,2
965,7.1,2024-08-08,07:42:55,Manhã,24.0,43,Asia,31.7491,131.482,8,8
966,5.6,2024-07-18,11:07:34,Manhã,91.0,6,Asia,33.536,140.175,4,3
967,5.4,2024-06-25,08:30:59,Manhã,34.723,1,Asia,33.4887,141.284,3,2
968,5.7,2024-06-02,21:31:39,Noite,9.0,29,Asia,37.4574,137.239,7,7
969,5.5,2024-05-29,17:14:58,Tarde,392.698,4,Asia,32.2768,137.61,3,3
970,5.4,2024-05-21,00:39:39,Noite,59.788,0,Asia,26.1835,141.391,4,0
971,5.8,2024-05-10,07:45:18,Manhã,11.296,24,Asia,24.191,121.899,6,5
972,5.2,2024-05-06,09:52:45,Manhã,28.949,30,Asia,23.7143,121.588,5,8
973,5.6,2024-05-06,09:45:30,Manhã,23.605,36,Asia,23.7257,121.581,6,6
974,5.2,2024-04-26,18:49:29,Noite,40.475,26,Asia,24.2257,121.706,4,5
975,5.7,2024-04-26,18:21:23,Noite,37.767,150,Asia,24.1449,121.674,5,5
976,5.3,2024-04-24,07:22:10,Manhã,10.0,0,Asia,28.7699,142.53,3,0
977,5.8,2024-04-23,00:04:05,Noite,12.0,10,Asia,23.8026,121.676,6,8
978,5.4,2024-04-22,21:31:38,Noite,8.991,0,Asia,23.808,121.634,6,0
979,5.4,2024-04-22,21:04:21,Noite,5.83,0,Asia,23.698,121.574,5,0
980,5.5,2024-04-22,20:49:57,Noite,17.0,2,Asia,23.6512,121.606,6,3
981,6.1,2024-04-22,18:32:48,Noite,10.0,82,Asia,23.8672,121.538,8,7
982,6.1,2024-04-22,18:26:52,Noite,9.0,66,Asia,23.7241,121.641,7,7
983,5.8,2024-04-22,14:11:22,Tarde,8.0,77,Asia,23.7288,121.562,6,5
984,5.6,2024-04-22,10:50:30,Manhã,10.0,22,Asia,23.7158,121.63,6,5
985,5.0,2024-04-22,10:49:06,Manhã,10.0,0,Asia,23.7229,121.638,6,0
986,6.3,2024-04-17,14:14:46,Tarde,32.0,101,Asia,33.1621,132.387,8,8
987,5.9,2024-04-15,22:38:56,Noite,7.556,2,Asia,29.4708,131.736,4,2
988,5.4,2024-04-06,00:12:17,Noite,26.386,0,Asia,40.9054,143.213,3,0
989,6.1,2024-04-04,03:16:30,Noite,29.0,32,Asia,37.7196,141.924,4,4
990,5.7,2024-04-03,02:14:36,Noite,41.798,6,Asia,24.1954,121.932,5,6
991,5.7,2024-04-03,01:39:47,Noite,26.363,2,Asia,23.7873,121.784,5,3
992,5.3,2024-04-03,01:39:35,Noite,16.869,0,Asia,23.8555,121.803,5,1
993,5.6,2024-04-03,00:46:44,Noite,14.297,0,Asia,24.1465,121.743,6,0
994,5.3,2024-04-03,00:43:55,Noite,10.789,0,Asia,23.9598,121.595,6,0
995,5.6,2024-04-03,00:35:36,Noite,15.864,2,Asia,24.1609,121.71,6,7
996,6.4,2024-04-03,00:11:25,Noite,13.931,49,Asia,24.0651,121.673,7,8
997,7.4,2024-04-02,23:58:12,Noite,40.0,638,Asia,23.819,121.562,8,9
998,5.9,2024-04-01,19:24:36,Noite,73.0,15,Asia,40.1385,141.706,5,7
999,5.3,2024-03-18,11:04:41,Manhã,35.0,0,Asia,24.3178,142.875,3,0
1000,5.6,2024-03-15,10:32:50,Manhã,20.0,2,Asia,28.4231,130.134,6,5
1001,5.6,2024-03-14,15:14:35,Tarde,44.0,35,Asia,37.1035,141.143,4,6
1002,5.4,2024-01-26,12:46:16,Tarde,45.09,0,Asia,29.1913,141.553,3,0
1003,5.9,2024-01-09,08:59:10,Manhã,10.0,14,Asia,37.8706,137.708,5,4
1004,5.4,2024-01-02,01:17:31,Noite,6.0,1,Asia,37.2326,136.788,7,2
1005,5.6,2024-01-01,09:08:17,Manhã,10.0,0,Asia,37.5249,137.408,7,0
1006,5.5,2024-01-01,09:03:48,Manhã,10.0,1,Asia,37.5575,137.384,6,6
1007,5.6,2024-01-01,07:56:47,Manhã,10.0,0,Asia,37.2969,136.946,7,0
1008,6.2,2024-01-01,07:18:41,Manhã,10.0,5,Asia,37.1959,136.87,7,9
1009,7.5,2024-01-01,07:10:09,Manhã,10.0,413,Asia,37.4976,137.242,9,9
1010,5.8,2024-01-01,07:06:05,Manhã,10.0,1,Asia,37.5067,137.239,7,4
1011,5.8,2023-11-19,21:01:30,Noite,42.0,11,Asia,41.168,142.247,4,4
1012,5.9,2023-10-23,23:05:24,Noite,31.0,51,Asia,24.0602,122.646,4,6
1013,5.7,2023-10-16,10:42:10,Manhã,13.261,0,Asia,25.1583,125.542,4,0
1014,5.3,2023-10-08,21:17:28,Noite,10.0,1,Asia,29.7869,140.026,3,1
1015,5.4,2023-10-08,21:05:32,Noite,10.0,0,Asia,29.758,140.021,3,0
1016,5.5,2023-10-06,05:49:22,Manhã,10.0,1,Asia,30.1289,140.022,4,1
1017,6.1,2023-10-06,01:31:17,Noite,10.0,1,Asia,30.044,140.005,4,1
1018,5.7,2023-10-05,06:22:12,Manhã,10.0,0,Asia,30.0809,139.98,4,0
1019,5.7,2023-10-05,02:53:13,Noite,10.0,0,Asia,30.0036,139.831,4,0
1020,5.3,2023-10-05,02:15:14,Noite,10.0,0,Asia,29.9804,139.887,3,0
1021,5.4,2023-10-05,02:06:32,Noite,10.0,0,Asia,29.99,139.968,3,0
1022,6.1,2023-10-05,01:59:58,Noite,10.0,2,Asia,29.959,139.948,4,1
1023,5.3,2023-10-04,23:18:09,Noite,10.0,0,Asia,29.8673,140.048,3,0
1024,5.5,2023-10-04,05:57:17,Manhã,8.0,0,Asia,30.786,142.041,3,0
1025,5.6,2023-10-04,04:55:47,Noite,10.0,0,Asia,31.0695,141.884,3,0
1026,5.6,2023-10-04,02:19:06,Noite,10.0,0,Asia,29.9958,140.146,4,0
1027,5.5,2023-10-04,00:13:45,Noite,10.0,0,Asia,30.0215,140.109,4,0
1028,5.8,2023-10-03,15:22:35,Tarde,6.0,0,Asia,29.9105,140.053,4,0
1029,6.0,2023-10-03,11:38:04,Manhã,10.0,1,Asia,29.905,139.967,4,1
1030,5.7,2023-09-21,21:22:12,Noite,12.765,0,Asia,30.9578,141.833,3,0
1031,5.8,2023-09-19,06:22:36,Manhã,8.0,0,Asia,31.0125,141.989,3,0
1032,5.5,2023-09-18,19:33:03,Noite,51.0,15,Asia,38.5129,141.641,4,4
1033,6.3,2023-09-18,13:21:23,Tarde,176.0,42,Asia,26.4336,125.303,4,4
1034,5.2,2023-09-08,09:28:48,Manhã,40.452,6,Asia,38.9566,142.101,4,3
1035,5.9,2023-08-11,00:14:33,Noite,34.0,5,Asia,41.1222,142.845,4,3
1036,5.5,2023-08-06,18:12:41,Noite,12.851,0,Asia,30.7637,131.39,4,0
