,magnitude,data,hora,periodo,subnational,city,depth,felt,continent,latitude,longitude,mmi,cdi,impacto,magnitude_range,media por magnitude
0,4.8,2024-09-17,00:49:42,Noite,Texas,Tarzan-Lenorah,4.044,1893,North America,32.3984,-102.044,5,6,Baixo,4-5,8.028601432748536
1,5.1,2024-09-17,00:49:42,Noite,Texas,Tarzan-Lenorah,6.1279,2042,North America,32.414,-102.057,5,6,Médio,5-6,10.632599949070537
2,3.7,2024-09-16,11:22:08,Manhã,California,Los Angeles,10.9,1580,North America,34.0678,-118.807,4,4,Baixo,3-4,8.43373696251438
3,3.9,2024-09-14,17:01:06,Tarde,Texas,Van Horn,6.2024,5,North America,31.647,-104.45,4,3,Baixo,3-4,8.43373696251438
4,4.1,2024-09-14,17:01:06,Tarde,Texas,Van Horn,8.814,4,North America,31.6323,-104.473,4,3,Baixo,4-5,8.028601432748536
5,3.23,2024-09-13,11:56:39,Manhã,California,Los Angeles,10.95,472,North America,34.0637,-118.812,3,4,Baixo,3-4,8.43373696251438
6,3.43,2024-09-12,16:37:32,Tarde,California,Los Angeles,11.02,234,North America,34.0588,-118.799,3,4,Baixo,3-4,8.43373696251438
7,3.44,2024-09-12,15:40:49,Tarde,California,Los Angeles,10.93,225,North America,34.0682,-118.8,3,4,Baixo,3-4,8.43373696251438
8,4.69,2024-09-12,14:28:21,Tarde,California,Los Angeles,11.35,18592,North America,34.0703,-118.808,5,5,Baixo,4-5,8.028601432748536
9,3.5,2024-09-11,08:31:01,Manhã,Nevada,Alamo,11.8,0,North America,37.6127,-115.303,3,0,Baixo,3-4,8.43373696251438
10,3.8,2024-09-10,18:03:00,Noite,Texas,Van Horn,6.1511,5,North America,31.641,-104.356,4,3,Baixo,3-4,8.43373696251438
11,3.3,2024-09-09,09:50:37,Manhã,Texas,Van Horn,7.0227,1,North America,31.586,-104.55,4,3,Baixo,3-4,8.43373696251438
12,3.8,2024-09-08,02:37:22,Noite,Texas,Van Horn,6.0999,2,North America,31.663,-104.452,4,3,Baixo,3-4,8.43373696251438
13,3.9,2024-09-08,02:37:22,Noite,Texas,Van Horn,10.0,1,North America,31.6305,-104.466,4,3,Baixo,3-4,8.43373696251438
14,3.35,2024-09-08,02:16:27,Noite,Utah,Tremonton,4.98,13,North America,41.5833,-112.42,4,4,Baixo,3-4,8.43373696251438
15,3.94,2024-09-07,17:34:20,Tarde,California,San Bernardino,4.84,2756,North America,34.0297,-117.586,5,5,Baixo,3-4,8.43373696251438
16,3.45,2024-09-07,17:05:45,Tarde,California,San Bernardino,5.96,824,North America,34.0227,-117.593,4,4,Baixo,3-4,8.43373696251438
17,3.09,2024-09-07,14:31:32,Tarde,California,Cobb,-0.25,6,North America,38.7893,-122.734,4,4,Baixo,3-4,8.43373696251438
18,4.28,2024-09-07,14:30:36,Tarde,California,Cloverdale-Geyserville,0.16,241,North America,38.7765,-122.746,5,5,Baixo,4-5,8.028601432748536
19,3.47,2024-09-06,12:07:06,Tarde,California,Markleeville,5.29,49,North America,38.6982,-119.598,4,3,Baixo,3-4,8.43373696251438
20,3.32,2024-09-05,20:04:29,Noite,California,Huron,11.39,27,North America,36.07,-120.167,3,3,Baixo,3-4,8.43373696251438
21,3.1,2024-09-04,21:31:11,Noite,Nevada,Ralston Valley,8.3,0,North America,37.741,-117.142,3,0,Baixo,3-4,8.43373696251438
22,3.1,2024-09-04,21:31:10,Noite,Nevada,Ralston Valley,5.0,0,North America,37.743,-117.134,3,0,Baixo,3-4,8.43373696251438
23,3.0,2024-09-04,21:30:35,Noite,Nevada,Yucca Flat,5.0,0,North America,37.7769,-117.067,3,0,Baixo,0-3,5.5
24,3.46,2024-09-03,12:11:58,Tarde,California,Sierra,9.43,11,North America,37.432,-118.758,3,3,Baixo,3-4,8.43373696251438
25,3.4,2024-09-01,11:01:44,Manhã,California,Bishop,3.36,71,North America,37.4332,-118.469,4,3,Baixo,3-4,8.43373696251438
26,3.5,2024-09-01,08:47:07,Manhã,Montana,Helmville,23.624,4,North America,47.3504,-113.16,3,3,Baixo,3-4,8.43373696251438
27,3.4,2024-08-31,10:01:04,Manhã,Texas,Pecos,6.0999,0,North America,31.608,-103.99,4,0,Baixo,3-4,8.43373696251438
28,3.6,2024-08-31,10:01:04,Manhã,Texas,Pecos,9.724,0,North America,31.6125,-103.986,4,0,Baixo,3-4,8.43373696251438
29,3.6,2024-08-31,07:56:25,Manhã,Texas,Van Horn,9.194,0,North America,31.6465,-104.339,4,0,Baixo,3-4,8.43373696251438
30,3.3,2024-08-31,07:56:24,Manhã,Texas,Van Horn,6.0999,0,North America,31.663,-104.37,4,0,Baixo,3-4,8.43373696251438
31,3.9,2024-08-28,19:57:22,Noite,Texas,Van Horn,6.7664,0,North America,31.663,-104.363,4,0,Baixo,3-4,8.43373696251438
32,3.31,2024-08-28,12:43:01,Tarde,California,Idyllwild,15.85,298,North America,33.6755,-116.723,3,3,Baixo,3-4,8.43373696251438
33,3.9,2024-08-25,05:13:45,Manhã,Nevada,Hawthorne,4.2,12,North America,38.6738,-118.545,4,3,Baixo,3-4,8.43373696251438
34,3.4,2024-08-24,14:05:18,Tarde,Nevada,Hawthorne,5.7,0,North America,38.6698,-118.546,3,0,Baixo,3-4,8.43373696251438
35,3.3,2024-08-24,13:57:04,Tarde,Nevada,Hawthorne,5.3,0,North America,38.6825,-118.555,3,0,Baixo,3-4,8.43373696251438
36,3.2,2024-08-24,13:57:04,Tarde,Nevada,Hawthorne,9.426,0,North America,38.6833,-118.548,3,0,Baixo,3-4,8.43373696251438
37,3.3,2024-08-24,04:14:00,Noite,Nevada,Hawthorne,6.7,3,North America,38.6669,-118.556,3,2,Baixo,3-4,8.43373696251438
38,4.3,2024-08-23,15:31:58,Tarde,Nevada,Hawthorne,5.5,30,North America,38.6847,-118.564,4,4,Baixo,4-5,8.028601432748536
39,4.3,2024-08-23,15:31:57,Tarde,Nevada,Hawthorne,5.0,9,North America,38.7101,-118.532,4,4,Baixo,4-5,8.028601432748536
40,3.3,2024-08-23,14:51:22,Tarde,Nevada,Hawthorne,4.7,3,North America,38.6808,-118.55,3,3,Baixo,3-4,8.43373696251438
41,3.0,2024-08-23,13:43:06,Tarde,Nevada,Hawthorne,6.0,2,North America,38.6871,-118.561,3,2,Baixo,0-3,5.5
42,3.9,2024-08-23,03:21:38,Noite,Texas,Van Horn,6.0999,3,North America,31.656,-104.457,5,3,Baixo,3-4,8.43373696251438
43,4.2,2024-08-23,03:21:38,Noite,Texas,Van Horn,5.0,1,North America,31.6187,-104.443,4,1,Baixo,4-5,8.028601432748536
44,3.8,2024-08-15,22:59:30,Noite,Texas,Garden City,8.0078,5,North America,31.691,-101.701,4,5,Baixo,3-4,8.43373696251438
45,3.29,2024-08-15,18:02:34,Noite,Utah,Kanab,9.23,12,North America,37.0675,-112.864,3,3,Baixo,3-4,8.43373696251438
46,3.61,2024-08-15,16:39:31,Tarde,California,Elsinore Valley,8.38,3877,North America,33.6777,-117.391,4,4,Baixo,3-4,8.43373696251438
47,4.4,2024-08-14,03:06:35,Noite,Nevada,Las Vegas,13.2,544,North America,36.61,-115.727,4,4,Baixo,4-5,8.028601432748536
48,4.1,2024-08-14,03:06:35,Noite,Nevada,Las Vegas,19.877,110,North America,36.633,-115.709,4,4,Baixo,4-5,8.028601432748536
49,4.39,2024-08-12,19:20:24,Noite,California,Los Angeles,10.98,24227,North America,34.0843,-118.185,5,5,Baixo,4-5,8.028601432748536
50,3.66,2024-08-11,09:45:13,Manhã,California,Lone Pine,5.0,5,North America,35.9492,-117.679,4,5,Baixo,3-4,8.43373696251438
51,3.6,2024-08-10,13:34:46,Tarde,Texas,Garden City,0.739,1,North America,31.7045,-101.712,4,2,Baixo,3-4,8.43373696251438
52,3.6,2024-08-10,13:34:46,Tarde,Texas,Garden City,5.9326,2,North America,31.704,-101.708,4,3,Baixo,3-4,8.43373696251438
53,4.44,2024-08-08,02:09:15,Noite,California,Greenfield-Panama,11.57,760,North America,35.1017,-119.071,6,4,Baixo,4-5,8.028601432748536
54,3.78,2024-08-07,23:43:32,Noite,California,West Kern,12.24,335,North America,35.111,-119.117,4,5,Baixo,3-4,8.43373696251438
55,3.64,2024-08-07,10:39:19,Manhã,California,West Kern,12.96,21,North America,35.107,-119.119,4,4,Baixo,3-4,8.43373696251438
56,3.5,2024-08-07,06:52:28,Manhã,California,Greenfield-Panama,12.06,3,North America,35.1037,-119.101,4,2,Baixo,3-4,8.43373696251438
57,3.44,2024-08-07,04:46:55,Noite,California,West Kern,12.85,145,North America,35.0965,-119.109,4,5,Baixo,3-4,8.43373696251438
58,3.58,2024-08-07,04:17:46,Noite,California,West Kern,10.17,24,North America,35.097,-119.116,4,5,Baixo,3-4,8.43373696251438
59,4.06,2024-08-07,04:17:10,Noite,California,Greenfield-Panama,11.09,267,North America,35.1085,-119.075,5,5,Baixo,4-5,8.028601432748536
60,3.22,2024-08-07,04:12:12,Noite,California,West Kern,13.7,3,North America,35.0813,-119.107,3,2,Baixo,3-4,8.43373696251438
61,3.6,2024-08-07,04:12:11,Noite,California,West Kern,10.0,3,North America,35.0708,-119.065,4,2,Baixo,3-4,8.43373696251438
62,4.6,2024-08-07,04:10:44,Noite,California,West Kern,11.98,252,North America,35.111,-119.119,5,4,Baixo,4-5,8.028601432748536
63,5.22,2024-08-07,04:09:56,Noite,California,Greenfield-Panama,11.6,10498,North America,35.1108,-119.092,7,7,Médio,5-6,10.632599949070537
64,3.3,2024-08-03,18:35:24,Noite,Texas,Van Horn,6.4075,0,North America,31.673,-104.369,4,0,Baixo,3-4,8.43373696251438
65,3.4,2024-08-03,17:24:28,Tarde,Texas,Van Horn,6.2537,0,North America,31.667,-104.365,4,0,Baixo,3-4,8.43373696251438
66,3.5,2024-08-03,17:24:28,Tarde,Texas,Van Horn,9.657,0,North America,31.647,-104.386,4,0,Baixo,3-4,8.43373696251438
67,3.51,2024-07-29,20:03:33,Noite,California,Barstow,2.84,161,North America,34.9408,-116.799,4,6,Baixo,3-4,8.43373696251438
68,4.89,2024-07-29,20:00:52,Noite,California,Barstow,7.26,7873,North America,34.9498,-116.79,5,6,Baixo,4-5,8.028601432748536
69,4.47,2024-07-29,05:29:05,Manhã,Utah,Orderville,19.57,3666,North America,37.4705,-112.848,5,6,Baixo,4-5,8.028601432748536
70,4.5,2024-07-27,21:08:31,Noite,Texas,Pecos,3.4424,115,North America,31.475,-103.952,5,7,Baixo,4-5,8.028601432748536
71,3.45,2024-07-25,03:49:59,Noite,California,West Imperial,3.22,5,North America,33.2223,-116.045,4,3,Baixo,3-4,8.43373696251438
72,3.4,2024-07-24,04:44:22,Noite,Texas,Van Horn,5.4333,0,North America,31.676,-104.41,4,0,Baixo,3-4,8.43373696251438
73,4.0,2024-07-23,02:31:04,Noite,Texas,Van Horn,6.757,9,North America,31.6529,-104.373,4,4,Baixo,3-4,8.43373696251438
74,4.2,2024-07-23,02:31:04,Noite,Texas,Van Horn,5.5872,45,North America,31.676,-104.407,5,5,Baixo,4-5,8.028601432748536
75,3.56,2024-07-21,22:09:54,Noite,California,Los Angeles,11.6,1242,North America,33.8105,-118.468,4,4,Baixo,3-4,8.43373696251438
76,3.48,2024-07-19,00:48:19,Noite,Estado de Baja California,Ensenada,6.82,0,North America,31.5693,-115.702,3,0,Baixo,3-4,8.43373696251438
77,3.5,2024-07-17,21:59:27,Noite,California,Borrego Springs,13.7,156,North America,33.197,-116.39,3,4,Baixo,3-4,8.43373696251438
78,3.01,2024-07-13,20:31:48,Noite,California,Yucaipa,17.18,109,North America,34.014,-117.019,3,4,Baixo,3-4,8.43373696251438
79,3.48,2024-07-12,06:16:03,Manhã,Washington,Northeast Cowlitz,14.11,271,North America,46.3818,-122.33,3,3,Baixo,3-4,8.43373696251438
80,3.3,2024-07-08,21:19:30,Noite,Nevada,Hawthorne,5.1,0,North America,38.2302,-118.798,3,0,Baixo,3-4,8.43373696251438
81,3.2,2024-07-08,21:15:21,Noite,Nevada,Hawthorne,7.4,1,North America,38.2323,-118.798,3,2,Baixo,3-4,8.43373696251438
82,3.44,2024-07-08,21:00:44,Noite,Utah,Ephraim-Manti,5.43,2,North America,39.0397,-111.534,3,3,Baixo,3-4,8.43373696251438
83,3.9,2024-07-07,00:47:25,Noite,Estado de Baja California,Mexicali,10.0,1,North America,31.5604,-115.544,4,3,Baixo,3-4,8.43373696251438
84,3.8,2024-07-06,11:14:53,Manhã,Nevada,Hawthorne,5.8,0,North America,38.2737,-118.765,4,0,Baixo,3-4,8.43373696251438
85,3.8,2024-07-05,10:46:40,Manhã,Montana,Helmville,22.0,131,North America,47.2889,-113.214,4,4,Baixo,3-4,8.43373696251438
86,3.5,2024-07-03,00:04:35,Noite,Texas,Van Horn,5.4077,0,North America,31.666,-104.192,4,0,Baixo,3-4,8.43373696251438
87,3.5,2024-07-03,00:04:35,Noite,Texas,Van Horn,10.052,0,North America,31.6677,-104.195,4,0,Baixo,3-4,8.43373696251438
88,3.7,2024-07-02,23:39:59,Noite,Texas,Van Horn,5.946,0,North America,31.669,-104.195,4,0,Baixo,3-4,8.43373696251438
89,3.8,2024-07-02,23:39:59,Noite,Texas,Van Horn,8.828,0,North America,31.6757,-104.202,4,0,Baixo,3-4,8.43373696251438
90,3.01,2024-07-02,08:31:57,Manhã,California,Triunfo Pass-Point Mugu,16.77,115,North America,34.0745,-119.009,3,4,Baixo,3-4,8.43373696251438
91,3.5,2024-06-30,05:17:44,Manhã,Nevada,Austin,7.5,0,North America,39.3885,-116.636,3,0,Baixo,3-4,8.43373696251438
92,4.1,2024-06-29,23:35:33,Noite,Nevada,Eureka,7.6,10,North America,39.52,-116.533,3,3,Baixo,4-5,8.028601432748536
93,5.4,2024-09-11,07:27:59,Manhã,Punjab,Taunsa,10.0,102,Asia,31.1773,70.6295,6,8,Médio,5-6,10.632599949070537
94,5.9,2024-06-01,00:46:38,Noite,Tibet Autonomous Region,Nagqu Shi,20.71,0,Asia,34.1604,86.3895,7,0,Médio,5-6,10.632599949070537
95,5.1,2024-05-20,05:10:23,Manhã,Xinjiang Uyghur Autonomous Region,Kizilsu,29.068,2,Asia,40.14,77.0348,5,3,Médio,5-6,10.632599949070537
96,5.5,2024-04-13,05:44:39,Manhã,Tibet Autonomous Region,Ngari Diqu,10.0,0,Asia,33.5485,81.8909,7,0,Médio,5-6,10.632599949070537
97,5.4,2024-04-10,14:56:17,Tarde,Xinjiang Uyghur Autonomous Region,Aksu Diqu,8.0,0,Asia,42.0113,82.6416,6,0,Médio,5-6,10.632599949070537
98,5.6,2024-03-07,10:06:30,Manhã,Qinghai Sheng,Nagqu Shi,10.0,0,Asia,33.5147,92.9795,7,0,Médio,5-6,10.632599949070537
99,5.4,2024-03-05,02:07:32,Noite,Qinghai Sheng,Nagqu Shi,10.0,0,Asia,33.5068,93.0029,7,0,Médio,5-6,10.632599949070537
100,5.4,2024-02-25,04:15:00,Noite,Xinjiang Uyghur Autonomous Region,Aqchi,10.0,14,Asia,41.1648,78.4389,6,4,Médio,5-6,10.632599949070537
101,5.7,2024-01-29,22:27:41,Noite,Xinjiang Uyghur Autonomous Region,Aqchi,10.0,10,Asia,41.1867,78.7155,7,3,Médio,5-6,10.632599949070537
102,5.3,2024-01-23,01:18:40,Noite,Xinjiang Uyghur Autonomous Region,Wushi,3.426,2,Asia,41.2706,78.8219,7,4,Médio,5-6,10.632599949070537
103,5.1,2024-01-22,23:19:25,Noite,Xinjiang Uyghur Autonomous Region,Wushi,7.148,4,Asia,41.2186,78.724,6,4,Médio,5-6,10.632599949070537
104,5.5,2024-01-22,19:36:47,Noite,Xinjiang Uyghur Autonomous Region,Aqchi,10.0,2,Asia,41.1979,78.6168,7,5,Médio,5-6,10.632599949070537
105,5.4,2024-01-22,18:42:33,Noite,Xinjiang Uyghur Autonomous Region,Wushi,10.0,3,Asia,41.3326,78.7686,6,4,Médio,5-6,10.632599949070537
106,5.8,2024-01-22,18:14:16,Noite,Xinjiang Uyghur Autonomous Region,Wushi,10.0,2,Asia,41.2946,78.6076,7,8,Médio,5-6,10.632599949070537
107,7.0,2024-01-22,18:09:04,Noite,Xinjiang Uyghur Autonomous Region,Wushi,13.0,482,Asia,41.2938,78.5937,9,9,Alto,6-7,9.916666666666666
108,5.1,2023-12-18,10:18:52,Manhã,Himachal Pradesh,Handwara,10.0,8,Asia,33.2109,76.7733,6,5,Médio,5-6,10.632599949070537
109,5.2,2023-12-01,14:55:56,Tarde,Gansu Sheng,Dangchengwan,10.0,1,Asia,39.2438,97.2769,6,3,Médio,5-6,10.632599949070537
110,5.7,2023-11-17,01:37:11,Noite,Shan State,Mongping,15.733,69,Asia,21.226,99.333,7,7,Médio,5-6,10.632599949070537
111,5.3,2023-11-07,18:09:48,Noite,Xinjiang Uyghur Autonomous Region,Atush,7.204,1,Asia,40.5164,77.7055,7,3,Médio,5-6,10.632599949070537
112,5.7,2023-11-03,18:02:53,Noite,Karnali,Kuse,12.0,372,Asia,28.8879,82.195,8,7,Médio,5-6,10.632599949070537
113,5.4,2023-10-24,11:32:13,Manhã,Gansu Sheng,Dangchengwan,10.0,2,Asia,39.2654,97.3075,7,4,Médio,5-6,10.632599949070537
114,5.2,2023-10-22,01:54:21,Noite,Gandaki,Gandaki,25.706,87,Asia,27.8679,84.7191,5,4,Médio,5-6,10.632599949070537
115,5.7,2023-10-03,09:21:03,Manhã,Sudurpashchim,Jayaprithivi,13.0,131,Asia,29.5163,81.2118,7,8,Médio,5-6,10.632599949070537
116,4.9,2023-10-02,12:45:15,Tarde,Assam,Matia,10.0,69,Asia,25.9591,90.6152,6,7,Baixo,4-5,8.028601432748536
117,5.3,2024-08-08,19:23:31,Noite,Miyazaki,Miyazaki,18.196,1,Asia,31.8881,131.341,5,2,Médio,5-6,10.632599949070537
118,7.1,2024-08-08,07:42:55,Manhã,Miyazaki,Miyazaki,24.0,43,Asia,31.7491,131.482,8,8,Alto,7-10,18.5
119,5.7,2024-06-02,21:31:39,Noite,Ishikawa,Suzu,9.0,29,Asia,37.4574,137.239,7,7,Médio,5-6,10.632599949070537
120,6.1,2024-04-22,18:32:48,Noite,Hualien,Shoufeng,10.0,82,Asia,23.8672,121.538,8,7,Alto,6-7,9.916666666666666
121,5.8,2024-04-22,14:11:22,Tarde,Hualien,Fengbin,8.0,77,Asia,23.7288,121.562,6,5,Médio,5-6,10.632599949070537
122,5.3,2024-04-03,00:43:55,Noite,Hualien,Chi-an,10.789,0,Asia,23.9598,121.595,6,0,Médio,5-6,10.632599949070537
123,5.6,2024-03-15,10:32:50,Manhã,Kagoshima,Kikai Cho,20.0,2,Asia,28.4231,130.134,6,5,Médio,5-6,10.632599949070537
124,5.9,2024-01-09,08:59:10,Manhã,Niigata-ken,Sado,10.0,14,Asia,37.8706,137.708,5,4,Médio,5-6,10.632599949070537
125,5.4,2024-01-02,01:17:31,Noite,Ishikawa,Wajima,6.0,1,Asia,37.2326,136.788,7,2,Médio,5-6,10.632599949070537
126,5.6,2024-01-01,09:08:17,Manhã,Ishikawa,Suzu,10.0,0,Asia,37.5249,137.408,7,0,Médio,5-6,10.632599949070537
127,5.5,2024-01-01,09:03:48,Manhã,Ishikawa,Suzu,10.0,1,Asia,37.5575,137.384,6,6,Médio,5-6,10.632599949070537
128,5.6,2024-01-01,07:56:47,Manhã,Ishikawa,Wajima,10.0,0,Asia,37.2969,136.946,7,0,Médio,5-6,10.632599949070537
129,6.2,2024-01-01,07:18:41,Manhã,Ishikawa,Anamizu,10.0,5,Asia,37.1959,136.87,7,9,Alto,6-7,9.916666666666666
130,5.8,2024-01-01,07:06:05,Manhã,Ishikawa,Suzu,10.0,1,Asia,37.5067,137.239,7,4,Médio,5-6,10.632599949070537
131,5.1,2024-07-28,04:35:12,Noite,Kon Tum,Kon Plong,8.078,72,Asia,14.7827,108.243,6,4,Médio,5-6,10.632599949070537
132,4.3,2024-09-15,15:17:04,Tarde,Alaska,Chugach Census Area,15.0,197,North America,60.6032,-146.917,3,3,Baixo,4-5,8.028601432748536
133,3.5,2024-09-11,06:36:48,Manhã,Alaska,Hoonah-Angoon Census Area,8.0,27,North America,58.9459,-136.697,3,4,Baixo,3-4,8.43373696251438
134,3.1,2024-09-05,01:46:36,Noite,Alaska,Palmer,12.1,47,North America,61.4837,-149.943,3,3,Baixo,3-4,8.43373696251438
135,3.8,2024-08-22,02:40:21,Noite,Alaska,Chugach Census Area,18.9,35,North America,61.259,-147.016,3,3,Baixo,3-4,8.43373696251438
136,3.3,2024-08-20,17:50:08,Tarde,Alaska,Haines,0.3,5,North America,59.0181,-134.506,3,3,Baixo,3-4,8.43373696251438
137,3.6,2024-08-18,06:00:17,Manhã,Alaska,Yakutat,15.3,0,North America,60.0304,-143.176,3,1,Baixo,3-4,8.43373696251438
138,3.7,2024-08-14,03:57:06,Noite,Northwest Territories,"Region 1, Unorganized",10.334,0,North America,68.1507,-136.313,3,0,Baixo,3-4,8.43373696251438
139,3.5,2024-07-27,15:19:26,Tarde,Alaska,Northwest Arctic Borough,5.7,0,North America,67.8947,-160.842,4,0,Baixo,3-4,8.43373696251438
140,4.2,2024-07-24,03:08:13,Noite,Alaska,Northwest Arctic Borough,2.8,0,North America,67.8725,-160.84,4,0,Baixo,4-5,8.028601432748536
141,3.6,2024-07-17,17:55:19,Tarde,Alaska,Yakutat,10.8,2,North America,59.0708,-137.916,3,3,Baixo,3-4,8.43373696251438
142,5.6,2024-04-18,15:11:25,Tarde,Tokat,Sulusaray,16.0,11,Asia,39.9972,35.9796,6,7,Médio,5-6,10.632599949070537
143,5.4,2024-03-14,03:06:47,Noite,Opstina Niksic,Niksic,16.067,248,Europe,42.9936,18.6796,6,9,Médio,5-6,10.632599949070537
144,4.8,2023-11-10,15:36:29,Tarde,Ilam Province,Murmuri,10.0,1,Asia,32.797,47.6372,5,3,Baixo,4-5,8.028601432748536
145,5.2,2023-08-10,17:48:01,Tarde,Malatya,Yesilyurt,10.0,12,Asia,38.2787,38.2053,6,6,Médio,5-6,10.632599949070537
146,5.5,2023-07-25,05:44:51,Manhã,Adana,Kozan,13.116,29,Asia,37.5831,35.9568,6,6,Médio,5-6,10.632599949070537
147,4.8,2024-09-17,00:49:42,Noite,Texas,Tarzan-Lenorah,4.044,1893,North America,32.3984,-102.044,5,6,Baixo,4-5,8.028601432748536
148,5.1,2024-09-17,00:49:42,Noite,Texas,Tarzan-Lenorah,6.1279,2042,North America,32.414,-102.057,5,6,Médio,5-6,10.632599949070537
149,3.9,2024-09-14,17:01:06,Tarde,Texas,Van Horn,6.2024,5,North America,31.647,-104.45,4,3,Baixo,3-4,8.43373696251438
150,4.1,2024-09-14,17:01:06,Tarde,Texas,Van Horn,8.814,4,North America,31.6323,-104.473,4,3,Baixo,4-5,8.028601432748536
151,3.8,2024-09-10,18:03:00,Noite,Texas,Van Horn,6.1511,5,North America,31.641,-104.356,4,3,Baixo,3-4,8.43373696251438
152,3.3,2024-09-09,09:50:37,Manhã,Texas,Van Horn,7.0227,1,North America,31.586,-104.55,4,3,Baixo,3-4,8.43373696251438
153,3.8,2024-09-08,02:37:22,Noite,Texas,Van Horn,6.0999,2,North America,31.663,-104.452,4,3,Baixo,3-4,8.43373696251438
154,3.9,2024-09-08,02:37:22,Noite,Texas,Van Horn,10.0,1,North America,31.6305,-104.466,4,3,Baixo,3-4,8.43373696251438
155,3.4,2024-08-31,10:01:04,Manhã,Texas,Pecos,6.0999,0,North America,31.608,-103.99,4,0,Baixo,3-4,8.43373696251438
156,3.6,2024-08-31,10:01:04,Manhã,Texas,Pecos,9.724,0,North America,31.6125,-103.986,4,0,Baixo,3-4,8.43373696251438
157,3.6,2024-08-31,07:56:25,Manhã,Texas,Van Horn,9.194,0,North America,31.6465,-104.339,4,0,Baixo,3-4,8.43373696251438
158,3.3,2024-08-31,07:56:24,Manhã,Texas,Van Horn,6.0999,0,North America,31.663,-104.37,4,0,Baixo,3-4,8.43373696251438
159,3.9,2024-08-28,19:57:22,Noite,Texas,Van Horn,6.7664,0,North America,31.663,-104.363,4,0,Baixo,3-4,8.43373696251438
160,3.9,2024-08-23,03:21:38,Noite,Texas,Van Horn,6.0999,3,North America,31.656,-104.457,5,3,Baixo,3-4,8.43373696251438
161,4.2,2024-08-23,03:21:38,Noite,Texas,Van Horn,5.0,1,North America,31.6187,-104.443,4,1,Baixo,4-5,8.028601432748536
162,3.8,2024-08-15,22:59:30,Noite,Texas,Garden City,8.0078,5,North America,31.691,-101.701,4,5,Baixo,3-4,8.43373696251438
163,3.6,2024-08-14,07:12:30,Manhã,Texas,Snyder,5.0,3,North America,32.7843,-100.667,4,4,Baixo,3-4,8.43373696251438
164,3.6,2024-08-14,07:12:29,Manhã,Texas,Snyder,3.7842,9,North America,32.781,-100.703,4,5,Baixo,3-4,8.43373696251438
165,3.6,2024-08-10,13:34:46,Tarde,Texas,Garden City,0.739,1,North America,31.7045,-101.712,4,2,Baixo,3-4,8.43373696251438
166,3.6,2024-08-10,13:34:46,Tarde,Texas,Garden City,5.9326,2,North America,31.704,-101.708,4,3,Baixo,3-4,8.43373696251438
167,3.3,2024-08-03,18:35:24,Noite,Texas,Van Horn,6.4075,0,North America,31.673,-104.369,4,0,Baixo,3-4,8.43373696251438
168,3.4,2024-08-03,17:24:28,Tarde,Texas,Van Horn,6.2537,0,North America,31.667,-104.365,4,0,Baixo,3-4,8.43373696251438
169,3.5,2024-08-03,17:24:28,Tarde,Texas,Van Horn,9.657,0,North America,31.647,-104.386,4,0,Baixo,3-4,8.43373696251438
170,3.6,2024-07-30,17:43:09,Tarde,Texas,Rotan,1.155,1,North America,32.7522,-100.646,4,2,Baixo,3-4,8.43373696251438
171,3.8,2024-07-30,17:43:08,Tarde,Texas,Rotan,8.1299,10,North America,32.744,-100.649,4,3,Baixo,3-4,8.43373696251438
172,4.1,2024-07-27,21:08:32,Noite,Texas,Snyder,5.0,53,North America,32.7758,-100.685,5,6,Baixo,4-5,8.028601432748536
173,4.5,2024-07-27,21:08:31,Noite,Texas,Pecos,3.4424,115,North America,31.475,-103.952,5,7,Baixo,4-5,8.028601432748536
174,4.8,2024-07-26,14:28:29,Tarde,Texas,Snyder,1.534,171,North America,32.7457,-100.67,6,6,Baixo,4-5,8.028601432748536
175,5.1,2024-07-26,14:28:29,Tarde,Texas,Snyder,3.2959,2610,North America,32.746,-100.692,6,6,Médio,5-6,10.632599949070537
176,4.1,2024-07-25,02:57:43,Noite,Texas,Rotan,5.0,10,North America,32.7632,-100.653,5,4,Baixo,4-5,8.028601432748536
177,4.0,2024-07-25,02:57:42,Noite,Texas,Snyder,3.0029,27,North America,32.74,-100.732,5,4,Baixo,3-4,8.43373696251438
178,3.4,2024-07-24,04:44:22,Noite,Texas,Van Horn,5.4333,0,North America,31.676,-104.41,4,0,Baixo,3-4,8.43373696251438
179,4.4,2024-07-23,03:46:25,Noite,Texas,Snyder,3.2959,81,North America,32.769,-100.67,4,5,Baixo,4-5,8.028601432748536
180,4.9,2024-07-23,03:38:42,Noite,Texas,Rotan,3.1982,1973,North America,32.753,-100.638,5,6,Baixo,4-5,8.028601432748536
181,4.0,2024-07-23,02:31:04,Noite,Texas,Van Horn,6.757,9,North America,31.6529,-104.373,4,4,Baixo,3-4,8.43373696251438
182,4.2,2024-07-23,02:31:04,Noite,Texas,Van Horn,5.5872,45,North America,31.676,-104.407,5,5,Baixo,4-5,8.028601432748536
183,3.7,2024-07-19,11:21:20,Manhã,Texas,Westbrook,6.304,0,North America,32.3377,-101.052,4,0,Baixo,3-4,8.43373696251438
184,3.6,2024-07-19,11:21:20,Manhã,Texas,Westbrook,8.6182,6,North America,32.33,-101.08,4,4,Baixo,3-4,8.43373696251438
